correctness,completeness,eli5_quality,overall,reasoning,question,generated,question_id
9,8,9,9,"The generated answer accurately explains a priori and a posteriori knowledge with engaging analogies, although it slightly deviates from the reference's concise examples and direct connections to real-world knowledge like mathematical truths and observable facts.",A priori and a posteriori with easy examples,"Once upon a time, there were two little detectives named A Prior and A Poster. They lived in a magical kingdom where eve",8816
2,2,8,4,"The generated answer lacks factual accuracy and completeness, failing to mention the Cold War and McCarthy's influence, but successfully uses simple language and analogies to explain complex concepts.","How America became a 'Christian' nation, when the founding fathers tried so hard to stop this from happening?","Once upon a time, in a land called America, there were some very smart people called the Founding Fathers. They were lik",29068
8,6,9,8,"The generated answer is mostly correct, complete, and easy to understand, but lacks some details from the reference answer, such as the specific purpose of the ball in creating variations in pitch and the comparison to an American Whistle.",What does the little ball inside a whistle do?,"Once upon a time, there was a magical whistle that could make a loud, beautiful sound. But how does it work? Let's take ",2906
2,2,8,4,"The generated answer is creative and easy to understand, but it introduces incorrect and hallucinated information about the colors, deviating from the reference answer's simple explanation about printing colors.",The different coloured circles on carton boxes or packaged snacks,"Alright, let's talk about those pretty colours on your favourite snack boxes! You know how when you play with your crayo",4985
2,1,8,3,"The generated answer is creative and simple, but it lacks factual accuracy and fails to address the key point that alcohol is regulated by a different governmental agency than food.",Why doesn't beer (or any alcoholic beverage) have to have nutrition facts printed on it?,"Once upon a time, there was a magic shop that made yummy drinks called beer. These drinks were very special because they",10216
6,4,8,6,"The generated answer is engaging and easy to understand, but it lacks factual accuracy and completeness, introducing incorrect concepts like physical walls in the aquarium to separate predators and prey.",How come in aquariums the predators don’t gobble up the prey? Are they trained not to do so?,"Once upon a time, in a magical place called an aquarium, there lived many different kinds of fish and sea creatures. Som",11568
2,2,8,4,"The generated answer lacks factual accuracy and completeness, failing to address the actual reason behind the news headlines, which is related to societal interest and the business aspect of news agencies, instead providing a simplistic and emotional explanation.","What is the reason for news headlines that say ""N people died in the [traumatic event], including M women and children.""","Once upon a time, there was a big, busy city with lots of people living in it. Some days, sad things happen that make ev",29740
6,4,8,6,"The generated answer is creative and easy to understand, but lacks factual accuracy and completeness in explaining the technical aspects of how radios display track, artist, and station information from radio waves.","How are modern radios able to display the track, artist, station, and other info from just radio waves?","Once upon a time, there was a magical box called a radio. This magical box could listen to whispers from far away lands,",18831
2,2,8,4,"The generated answer lacks factual accuracy and completeness in explaining how linear algebra is involved in Google's search algorithm, but it does provide a simple and clear analogy for a novice audience.",How linear algebra is involved in things like google's search algorithm?,"Once upon a time, in a magical kingdom of computers, there lived a tiny but powerful creature called Google. Google love",21644
2,2,6,3,"The generated answer is highly imaginative but lacks factual accuracy and fails to cover key points from the reference, relying on fictional constructs rather than explaining the concept of time in a straightforward manner.",How does time exist? How is it not just a construct of humans and their need to measure their existence?,"Once upon a time, in a world not unlike ours, there was a magical place called Time Land. Time Land was a special place ",24777
2,2,8,3,"The generated answer lacks factual accuracy and completeness, failing to address crucial aspects like legal requirements, funding, and accreditation, but successfully uses simple language and engaging storytelling to explain the concept in an ELI5 manner.",How do you go about opening/starting a school,"Once upon a time, a kind and caring person named Mr. Smith had a big idea. He wanted to create a special place where lot",11608
6,4,8,6,"The generated answer is simple and easy to understand, but it lacks key points from the reference, such as the potential cause being related to shocks to the brain and the importance of checking for concussions, and instead focuses on nosebleeds and particles in the air.",why do you always get a distinct feeling/smell/ thing when you get struck in the nose or face?,"Alright, let's imagine you're playing with your favorite superhero action figures. You've got Superman, Batman, and Spid",1546
2,2,8,3,"The generated answer is incorrect and incomplete because it fails to mention that opening credit cards under children's names is actually identity theft and illegal, instead providing a misleading and fictional scenario.",Why are people in the US allowed to open credit cards under their children's names?,"Once upon a time, in a magical world called the United States, there was a special place called a bank. Banks are like y",28007
4,2,6,4,"The generated answer lacks factual accuracy and completeness, failing to address the key point about deposit returns and recycling in Mexico, but uses simple language and attempts to provide a clear explanation.",why does the USA sell plastic bottles of Coke and Pepsi. But my local Mexican market sells it in glass?,"Once upon a time, a long, long time ago, there were two friends named Coke and Pepsi. They both wanted to sell their del",21065
6,4,8,6,"The generated answer uses engaging analogies and simple language, but lacks factual accuracy and completeness in describing the internal workings of jet engines, such as the combustion of fuel and air to produce thrust.",How airplane jet engines work,"Once upon a time, there was a big toy car that wanted to go on a long journey. But this wasn't just any toy car, it was ",28407
4,6,8,6,"The generated answer uses engaging storytelling and analogies but lacks factual accuracy and completeness in explaining the technical aspects of turbo-boosting, such as the role of heat and clock speed.","How does a computer processor ""turbo-boost""?","Once upon a time, in a magical little box called a computer, there lived a tiny superhero named the processor. This supe",1672
8,6,9,8,"The generated answer is mostly correct, complete, and of high ELI5 quality, but lacks detail on lawsuits and plaintiffs, making it slightly incomplete.","When big corporations, or any business or institution, get fined for millions, or even billions, of dollars, where does ","Alright, let's imagine you have a big toy factory. You make all sorts of fun toys like cars, dolls, and blocks. Now, let",21751
2,1,8,3,"The generated answer is creative and simple, but it lacks factual accuracy and completeness, relying on fictional creatures instead of explaining the actual mechanism of pen caps and ink drying.",why do pens dry out if you leave the cap off even though most caps have holes in the top?,"Once upon a time, in a magical land of writing, there lived tiny creatures called ink-sprites. These little sprites live",12405
8,6,9,7,"The generated answer is mostly factually accurate, easy to understand, and provides a clear explanation, but lacks completeness in covering the nuances of the reference answer and the historical context.",Why are the ~5 million non-Jewish people exterminated by the Nazis often not considered part of The Holocaust and why do,"Once upon a time, there was a very bad group of people called the Nazis. They lived in Germany and wanted to make their ",18766
6,4,8,6,"The generated answer is mostly correct but contains some inaccuracies, such as attributing the naming of planets to Galileo, and lacks completeness in covering key points like the naming of Uranus, Neptune, and moons.",Why are the planets named after Roman Pagan gods?,"Once upon a time, long, long ago, there was a group of people called the Romans. They lived in a place we now call Italy",1684
8,6,9,8,"The generated answer is mostly correct, complete, and easy to understand, but lacks specific details about ultraviolet and infrared light, which are key points in the reference answer.","When you look at someone welding, it hurts your eyes. Why is it that when you look at a video of someone welding, it doe","Once upon a time, there was a little girl named Lucy who loved to watch her daddy work in his workshop. One day, she ask",3210
6,4,8,6,"The generated answer is creative and easy to understand, but it introduces incorrect or misleading information, such as the role of alcohol in vanilla extract's smell and the concept of 'magical ingredients', which detracts from its overall quality.",Why do certain foods (i.e. vanilla extract) smell so sweet yet taste so bitter even though our smell and taste senses ar,"Once upon a time, in a magical kitchen, there was a special bottle called vanilla extract. It looked like water, but it ",12747
6,4,8,6,"The generated answer uses engaging and simple language to explain the concept of fake news, but lacks completeness in covering the key points from the reference, such as the role of political news and ad revenue in perpetuating fake news.",Why has there been so much more 'fake news' lately?,"Once upon a time, there was a magical box called the internet. It's like a big toy box filled with all sorts of things, ",28879
8,6,9,8,"The generated answer is mostly correct, complete, and easy to understand, but lacks some key points from the reference answer, such as the ethical reasons for having a statute of limitations and the idea that people change over time.",Why is there a statute of limitations?,"Once upon a time, in a magical kingdom called Justice Land, there were two friends named Timmy and Billy. They loved pla",11968
2,2,8,4,"The generated answer lacks factual accuracy and completeness regarding beneficial diseases or viruses, but it uses simple language and a clear analogy to explain the concept of germs and the body's response.",Why do diseases only do bad things to us? Why are there no diseases/viruses that are actually GOOD for us?,"Let's imagine you have a toy box full of different toys. Some are your favorite, like the superhero figurines, and some ",15928
6,4,8,6,"The generated answer uses engaging storytelling and simple language, but lacks factual accuracy and completeness in addressing the reference answer's key points about the world's capacity to sustain a larger population and the issue of distribution.",Why do most world leaders appear unconcerned with world population increase? It seems like a potentially civilization en,"Once upon a time, there was a big, beautiful world filled with lots and lots of people, just like our neighborhood. Imag",11403
6,4,8,6,The generated answer uses a good analogy but lacks factual accuracy and completeness in explaining the concept of starvation mode and its effects on the body.,"When we eat take in a substantially low number of calories in a day, our bodies go into ""starvation mode"", which causes ","Imagine you're playing with your favorite toy car. You love to race it around the track, and you're always running out o",21088
6,7,8,7,The generated answer uses a creative and engaging analogy but lacks direct factual accuracy and completeness in explaining the physiological effects of alcohol on hydration and urine clarity.,"Why is it that when you drink water your pee become clear and thats a sign that you're hydrated, but when you drink beer","Once upon a time, there was a tiny, magical world inside your body called the ""pee factory."" This factory makes a specia",4195
8,6,9,8,"The generated answer is mostly correct, provides a good analogy for a novice, but lacks completeness in explaining the technical challenges and limitations of Terahertz Radiation as mentioned in the reference answer.",How does Terahertz Radiation work?,"Alright, let's imagine you're playing hide and seek with your teddy bear in a dark room. Now, you have a special flashli",17350
6,4,8,6,"The generated answer is creative and easy to understand, but lacks factual accuracy and completeness in covering key points, such as specific timelines and scientific details, as would be expected from a reference like ASAP Science.","If all humans disappeared tomorrow, how long would it take before all evidence of the human race disappeared from the su","Once upon a time, there was a magical game called ""Nature's Clean-up."" In this game, Mother Nature is the boss, and she ",25548
6,4,8,6,"The generated answer uses a simple and engaging analogy, but lacks factual accuracy and completeness in covering the key points from the reference answer, such as the role of tribalism and the feeling of superiority or resentment.",Why can't everyone be nice to each other?,"Once upon a time, in a magical kingdom, there were many different kinds of people. Just like in your playground, there w",8206
