correctness,completeness,eli5_quality,overall,reasoning,question,generated,question_id
6,4,8,6,"The generated answer provides a simplified explanation but lacks key details from the reference, such as the design of pen caps with inner and outer sections, and introduces incorrect or incomplete information about air pressure and ink evaporation.",why do pens dry out if you leave the cap off even though most caps have holes in the top?,Pens dry out when you leave the cap off because air pressure inside the pen changes when the cap is open. Imagine a ball,12405
8,6,9,7,"The generated answer is mostly factually accurate, provides a good analogy for a novice, but lacks completeness in covering the historical context and nuances of the reference answer.",Why are the ~5 million non-Jewish people exterminated by the Nazis often not considered part of The Holocaust and why do,"Imagine you're playing a game with your friends, and one of the rules says only your friends can play. But, what about y",18766
8,6,9,8,"The generated answer is mostly correct, easy to understand, and uses good analogies, but lacks completeness in covering key points like the naming of Uranus, Neptune, and moons of the planets.",Why are the planets named after Roman Pagan gods?,"A long time ago, the ancient Romans liked to name things after their fun gods. They did this for the planets too! Mercur",1684
6,4,8,6,"The generated answer is mostly correct and easy to understand, but it lacks completeness and introduces some inaccurate simplifications, such as mentioning blue light and modern display tech as the primary reasons for not hurting eyes when watching a video of welding.","When you look at someone welding, it hurts your eyes. Why is it that when you look at a video of someone welding, it doe","When you look at someone welding in person, it's like holding a super-hot toy too close to your face. The intense radiat",3210
6,4,8,6,"The generated answer uses a simple and engaging analogy, but it lacks factual accuracy and completeness in explaining the complex relationship between smell and taste, and how the brain processes these senses.",Why do certain foods (i.e. vanilla extract) smell so sweet yet taste so bitter even though our smell and taste senses ar,Imagine you have a toy box full of different colored blocks. The smell of vanilla extract is like a special kind of invi,12747
6,4,8,6,"The generated answer is simple and easy to understand, but lacks key points from the reference, such as the role of ad revenue and political motivations in the spread of fake news.",Why has there been so much more 'fake news' lately?,"Imagine you're playing a big game of telephone with your friends. You whisper a message, and it gets passed around to ev",28879
8,6,9,7,"The generated answer is mostly correct, easy to understand, and uses a good analogy, but lacks completeness in covering all key points from the reference answer, such as the ethical reasons for the statute of limitations.",Why is there a statute of limitations?,"Imagine you borrowed a toy from your friend, and now you want to take it back. But, after a really long time, you're sti",11968
2,1,6,3,"The generated answer lacks factual accuracy, fails to cover key points from the reference, and does not provide a clear or correct explanation of beneficial diseases or viruses.",Why do diseases only do bad things to us? Why are there no diseases/viruses that are actually GOOD for us?,"Imagine your body is a toy box, and diseases are like mischievous monsters that come in and start playing tricks on you.",15928
8,6,9,7,"The generated answer is mostly correct, provides a good analogy, and is easy to understand, but lacks completeness in addressing the reference's points about the world's capacity to sustain a larger population and the focus on distribution as the main problem.",Why do most world leaders appear unconcerned with world population increase? It seems like a potentially civilization en,"Imagine you're playing a game with your friends, where you all have to share toys and candy. Most world leaders might th",11403
6,4,8,6,The generated answer uses a good analogy but lacks factual accuracy and completeness in explaining the concept of starvation mode and its effects on the body.,"When we eat take in a substantially low number of calories in a day, our bodies go into ""starvation mode"", which causes ","Imagine your body is like a car with a tank. When you eat a lot of food, the tank fills up with gasoline (energy). But i",21088
6,4,8,6,"The generated answer is simple and uses a good analogy, but lacks key points from the reference, such as the role of the hormone that helps the kidneys reabsorb water, and contains some vague statements that may be considered hallucinations.","Why is it that when you drink water your pee become clear and thats a sign that you're hydrated, but when you drink beer","When you drink water, your body is like a neat and tidy toy box. Water helps keep everything balanced, so your pee stays",4195
6,4,8,6,"The generated answer is engaging and easy to understand, but lacks key points from the reference, such as the challenges with generating and detecting Terahertz Radiation, and contains some simplifications that may be considered inaccurate.",How does Terahertz Radiation work?,"Imagine you have a super powerful flashlight that can see through walls, like a superhero. Terahertz Radiation is like t",17350
8,6,9,8,"The generated answer provides a simple and clear analogy, but lacks specific details and factual accuracy found in the reference answer, which mentions a specific video as a source of information.","If all humans disappeared tomorrow, how long would it take before all evidence of the human race disappeared from the su","Imagine you have a big box of toys that you play with every day. If you left the box alone tomorrow, it would start to g",25548
8,6,9,7,"The generated answer is mostly correct, easy to understand, and uses a good analogy, but lacks completeness in covering key points from the reference, such as the role of tribalism and the feeling of superiority.",Why can't everyone be nice to each other?,"Imagine you're playing with your friends in a big park. Everyone wants to be nice to each other, but sometimes people ca",8206
