correctness,completeness,eli5_quality,overall,reasoning,question,generated,question_id
8,6,9,8,"The generated answer effectively uses simple language and analogies to explain time, but lacks some key points from the reference answer, such as the concept of cause and effect and the accumulation of events over time.",How does time exist? How is it not just a construct of humans and their need to measure their existence?,"Okay, imagine you're playing in a big, magical playground called the Universe. In this playground, everything moves and ",24777
8,6,9,8,"The generated answer is factually accurate, simple, and clear, but lacks some key points from the reference, such as legal requirements and accreditation organizations.",How do you go about opening/starting a school,"Imagine you have a big dream to teach kids all about dinosaurs, space, and how to bake yummy cookies. To make that dream",11608
2,2,8,4,"The generated answer is creative and simple, but lacks factual accuracy and completeness, introducing unrelated concepts like a 'tiny army of little soldiers' and failing to mention the potential for concussions or brain-related effects.",why do you always get a distinct feeling/smell/ thing when you get struck in the nose or face?,"Alright, little buddy, let's talk about that funny feeling you get when someone bumps your nose or face. Imagine your fa",1546
2,2,8,3,"The generated answer is incorrect and incomplete because it fails to mention that opening credit cards under children's names without their consent is identity theft, and instead provides a misleading and simplified explanation.",Why are people in the US allowed to open credit cards under their children's names?,"Okay, imagine you have a piggy bank, but it's a really, really big one. This is like a credit card, but instead of putti",28007
6,4,8,6,"The generated answer is simple and easy to understand, but lacks key points from the reference, such as the deposit system and economic factors, which reduces its correctness and completeness.",why does the USA sell plastic bottles of Coke and Pepsi. But my local Mexican market sells it in glass?,"Okay, let's imagine you have a favorite juice box, maybe it's apple juice or maybe it's orange juice. Now, in the USA, w",21065
9,8,9,9,"The generated answer accurately describes the basic principles of jet engines, uses engaging and simple analogies, and covers key points, but includes some minor embellishments that slightly detract from its factual accuracy and completeness.",How airplane jet engines work,"Once upon a time, way up in the sky, there were big, shiny flying machines called airplanes. These airplanes needed a sp",28407
6,7,9,7,"The generated answer effectively uses analogies to explain turbo-boost in simple terms, but lacks precise details about the internal clock and heat monitoring, resulting in a trade-off between simplicity and factual accuracy.","How does a computer processor ""turbo-boost""?","Okay, imagine you have a toy car. This toy car is like a computer processor. Now, when you push the car really fast, it ",1672
6,4,8,6,"The generated answer is creative and easy to understand, but lacks factual accuracy and completeness in explaining where the fine money goes, particularly in cases of lawsuits and government bureaucracy fines.","When big corporations, or any business or institution, get fined for millions, or even billions, of dollars, where does ","Okay, so imagine you have a piggy bank, right? That's where you keep your coins and maybe a dollar or two from your allo",21751
8,7,9,8,"The generated answer is mostly correct, complete, and of high ELI5 quality, but loses points for completeness due to oversimplification of the pen cap's design and its functionality in preventing drying out.",why do pens dry out if you leave the cap off even though most caps have holes in the top?,"Once upon a time, in a magical world of writing utensils, there was a little pen named Pete. Pete was very thirsty, alwa",12405
6,4,8,6,The generated answer attempts to explain the Holocaust in simple terms but lacks factual accuracy and completeness in addressing the specific question about non-Jewish victims.,Why are the ~5 million non-Jewish people exterminated by the Nazis often not considered part of The Holocaust and why do,"Once upon a time, in a faraway place, there was a big, scary group of people called the Nazis. They were like bullies wh",18766
9,8,9,9,"The generated answer is factually accurate, complete in covering key points, and of high quality in terms of simplicity and clarity, with engaging analogies that effectively explain the concept to a novice.",Why are the planets named after Roman Pagan gods?,"A long, long time ago, before even your grandparents' grandparents were born, there was a big group of people called the",1684
8,6,9,8,"The generated answer effectively explains the concept in a simple and engaging way, but lacks direct mention of ultraviolet and infrared light, which are key points in the reference answer.","When you look at someone welding, it hurts your eyes. Why is it that when you look at a video of someone welding, it doe","Imagine you're in a big playground, and there's a really bright, shiny sun that's high up in the sky. The sun is so brig",3210
6,4,8,6,"The generated answer uses engaging storytelling and simple language, but it lacks factual accuracy and completeness in explaining why certain foods smell sweet but taste bitter, relying on an oversimplified analogy rather than the brain's association of smells with sweetness.",Why do certain foods (i.e. vanilla extract) smell so sweet yet taste so bitter even though our smell and taste senses ar,"Once upon a time, in the magical kingdom of Sensesville, there was a special place called the Flavor Forest. In this for",12747
8,7,9,8,"The generated answer effectively uses a relatable analogy of a playground to explain the concept of fake news, covering key points such as the spread of misinformation and the role of personal beliefs, although it lacks direct mention of financial motivations and political polarization.",Why has there been so much more 'fake news' lately?,"Once upon a time, in a world not so far away, there was a big playground where everyone shared stories about what was ha",28879
8,6,9,7,"The generated answer is mostly correct, complete in its unique analogy, and of high ELI5 quality, but lacks some key points from the reference answer, such as the ethical considerations and the concept of personal change over time.",Why is there a statute of limitations?,"Okay, imagine you're playing a big game of hide-and-seek. But this is a very, very long game - so long that even the peo",11968
2,2,8,4,"The generated answer lacks factual accuracy and completeness, failing to mention beneficial viruses and retroviruses, but excels in simplicity and clarity of language, making it accessible to a novice.",Why do diseases only do bad things to us? Why are there no diseases/viruses that are actually GOOD for us?,"Once upon a time, way back in the beginning of the world, tiny creatures called viruses and bacteria started to roam aro",15928
6,4,9,6,The generated answer uses engaging and simple analogies but lacks factual accuracy and completeness in addressing the reference answer's points about the world's capacity to sustain a larger population and the issue of distribution.,Why do most world leaders appear unconcerned with world population increase? It seems like a potentially civilization en,"Oh, that's a really big and important question you have there! Imagine the world is like a really, really big playground",11403
6,4,9,6,"The generated answer is engaging and easy to understand, but lacks factual accuracy and completeness in covering the key points from the reference answer, particularly regarding the actual effects of calorie reduction on metabolism and muscle mass.","When we eat take in a substantially low number of calories in a day, our bodies go into ""starvation mode"", which causes ",Imagine your tummy is like a little toy car that needs to be filled up with yummy food every day. This toy car is called,21088
8,7,9,8,"The generated answer is mostly correct, complete, and easy to understand, but it uses overly simplistic analogies and lacks a clear explanation of the hormonal inhibition caused by alcohol.","Why is it that when you drink water your pee become clear and thats a sign that you're hydrated, but when you drink beer","Okay, imagine you have a big water balloon. When you drink lots of water, it's like filling that balloon with clear wate",4195
6,4,8,6,"The generated answer is creative and uses engaging analogies, but lacks factual accuracy and completeness in explaining the technical aspects of Terahertz Radiation, such as the challenges with its generation and detection.",How does Terahertz Radiation work?,"Once upon a time, in a world not so very different from our own, there was a magical kind of light that we call ""Teraher",17350
8,6,9,8,"The generated answer provides a creative and simple explanation of how the world would change if humans disappeared, but lacks specific details and timelines found in the reference answer.","If all humans disappeared tomorrow, how long would it take before all evidence of the human race disappeared from the su","Imagine a big, magical paintbrush that can paint with all the colors of the world. Now, think about the whole, wide worl",25548
8,6,9,7,"The generated answer effectively uses simple language and relatable analogies to explain why everyone can't be nice to each other, but lacks completeness in covering key points from the reference answer, such as the human tendency to form tribes and the feeling of superiority or power from treating others poorly.",Why can't everyone be nice to each other?,"Once upon a time, in a big colorful playground, there were lots and lots of kids. Some kids were really happy and friend",8206
