correctness,completeness,eli5_quality,overall,reasoning,question,generated,question_id
8,6,9,8,"The generated answer is mostly correct, easy to understand, and uses a good analogy, but lacks completeness in covering all key points from the reference answer, such as specific hormonal and muscular changes.",why does experiencing one or more pregnancies seem to lead to long term struggles with body weight for women ?,Imagine you're playing a game where you have to eat lots of yummy cookies because they help grow a baby inside your tumm,10969
9,8,9,9,"The generated answer accurately explains a priori and a posteriori concepts with engaging analogies, covering key points from the reference, but slightly lacks in directly addressing the independence from experience and observation as described in the reference.",A priori and a posteriori with easy examples,Imagine you're playing a guessing game with a magic toy box. A priori is like guessing that there might be toys of all c,8816
6,4,8,6,"The generated answer lacks key historical details and context from the reference, such as the Cold War and McCarthy's influence, but uses simple language and analogies to explain the concept in an ELI5 manner.","How America became a 'Christian' nation, when the founding fathers tried so hard to stop this from happening?","Long ago, a group of special people called the Founding Fathers wanted a government without religion, like a school with",29068
6,4,8,6,"The generated answer is simple and easy to understand but lacks key points from the reference, such as the purpose of the ball in creating pitch variations and the effect of turbulence on the ball's movement.",What does the little ball inside a whistle do?,"Imagine you have a toy whistle like a train whistle. Inside it, there's a tiny ball, like a small marble. When you blow ",2906
2,1,8,4,"The generated answer lacks factual accuracy and completeness regarding the purpose of colored circles on carton boxes or packaged snacks, but it uses simple language and a good analogy to explain a related concept.",The different coloured circles on carton boxes or packaged snacks,"Imagine you're playing a game where you have to find your favorite toy among many others. To make it easier, each toy ha",4985
4,2,8,5,"The generated answer lacks factual accuracy and completeness regarding the regulatory difference between food and alcohol, but it attempts to explain the concept in a simple manner.",Why doesn't beer (or any alcoholic beverage) have to have nutrition facts printed on it?,You know how cereal boxes have numbers showing how much sugar and stuff they have? Beer doesn't have those because it's ,10216
8,7,9,8,"The generated answer is mostly correct, covers key points, and is explained in a simple manner, but lacks explicit mention of compatible species and recognizes food, which slightly reduces its completeness and correctness.",How come in aquariums the predators don’t gobble up the prey? Are they trained not to do so?,"In aquariums, predators don't eat their prey like they would in the wild because things are different there. They live i",11568
6,4,8,6,"The generated answer lacks key points from the reference, such as the role of news agencies as businesses and societal preferences, but still provides a simple and clear explanation.","What is the reason for news headlines that say ""N people died in the [traumatic event], including M women and children.""",News headlines sometimes tell us about women and children who died in bad things because it's a way that news people hav,29740
6,4,8,6,"The generated answer is simple and uses good analogies, but lacks factual accuracy and completeness in explaining the technical aspect of how radios display track and artist information from radio waves.","How are modern radios able to display the track, artist, station, and other info from just radio waves?","Modern radios are like secret message decoders! They listen to radio waves and turn them into songs, station names, and ",18831
8,6,9,8,"The generated answer effectively uses a simple analogy to explain the concept, but lacks some key details from the reference answer, such as the system of linear equations and matrices.",How linear algebra is involved in things like google's search algorithm?,Imagine a magic toy box that holds all the web pages on the internet! Linear algebra helps us sort and find the right pa,21644
8,6,9,7,"The generated answer is mostly correct, easy to understand, and uses a good analogy, but lacks completeness in covering key points from the reference answer, such as the concept of cause and effect and the relationship between time and events.",How does time exist? How is it not just a construct of humans and their need to measure their existence?,"Imagine time is like a big playground. Just like how you can play tag or jump rope, the Earth and other things in the un",24777
6,4,8,6,"The generated answer uses a creative and simple analogy but lacks key details and factual accuracy regarding legal requirements and accreditation, resulting in moderate scores across the evaluation criteria.",How do you go about opening/starting a school,"Imagine you're building a big, fun castle for your toy friends. First, you need to find a place where they really want t",11608
6,4,8,6,"The generated answer is simple and easy to understand, but lacks factual accuracy and completeness compared to the reference answer, which mentions the potential involvement of brain shocks and concussions.",why do you always get a distinct feeling/smell/ thing when you get struck in the nose or face?,"When you get hit in the nose or face, it can feel and smell different because the hit might mess up the special system i",1546
2,4,8,4,"The generated answer contains incorrect information and hallucinations about the legality and practice of opening credit cards under children's names, but attempts to explain the concept in simple terms.",Why are people in the US allowed to open credit cards under their children's names?,Grown-ups can sometimes apply for special cards called 'credit cards' using their kids' names. They do this because kids,28007
6,4,8,6,"The generated answer lacks key points from the reference, such as the deposit system in Mexico and the economic factors influencing packaging choices, but still maintains a simple and clear explanation.",why does the USA sell plastic bottles of Coke and Pepsi. But my local Mexican market sells it in glass?,Coca-Cola and Pepsi make drinks in plastic bottles in the USA because it's easier to move them around and people like th,21065
6,4,8,6,"The generated answer uses engaging analogies but lacks factual accuracy and completeness in describing the actual process of how airplane jet engines work, introducing hallucinations like a 'windmill' and 'magic fuel'.",How airplane jet engines work,"Imagine you're playing with a special toy airplane. Inside this toy, there's a magical engine that makes it fly! This en",28407
8,6,9,7,"The generated answer is mostly correct, provides a good analogy, and is simple to understand, but lacks some key points from the reference, such as the internal clock and heat monitoring.","How does a computer processor ""turbo-boost""?","Imagine you're playing with a super-fast toy car. When you're not racing it all the time and it's not too hot, this car ",1672
6,4,8,6,"The generated answer is mostly correct and easy to understand, but lacks completeness in covering key points from the reference, such as the distinction between lawsuit and government bureaucracy fines.","When big corporations, or any business or institution, get fined for millions, or even billions, of dollars, where does ","When a big company gets a big fine, like when a kid breaks a toy and has to give some candy to their friend, the governm",21751
8,6,9,7,"The generated answer is mostly correct and easy to understand, but lacks completeness in explaining the specific design of pen caps with inner and outer sections.",why do pens dry out if you leave the cap off even though most caps have holes in the top?,"When you leave a pen's cap off, its ink can dry out because the special liquids in the ink (called solvents) disappear i",12405
8,6,9,7,"The generated answer is factually mostly accurate, simple, and clear, but lacks completeness in covering the reference's points about Nazi propaganda and the historical context.",Why are the ~5 million non-Jewish people exterminated by the Nazis often not considered part of The Holocaust and why do,Imagine you're playing a really sad game where bad people decided to hurt lots of different kids just because of who the,18766
8,6,9,8,"The generated answer is mostly correct, easy to understand, and engaging, but lacks completeness in covering key points like the naming of moons and the continuation of the pattern for Uranus and Neptune.",Why are the planets named after Roman Pagan gods?,"A long, long time ago, when people were just starting to learn about the stars, they read stories about the Roman gods. ",1684
6,4,8,6,"The generated answer is simple and easy to understand, but lacks specific details about ultraviolet and infrared light, and introduces unrelated concepts like fireworks and the sun, which reduces its correctness and completeness.","When you look at someone welding, it hurts your eyes. Why is it that when you look at a video of someone welding, it doe","Watching a video of someone welding is like watching a fireworks show on TV. Just like real fireworks, welding makes bri",3210
6,4,8,6,"The generated answer is creative and easy to understand, but it introduces incorrect or misleading information, such as implying vanilla extract smells sweet and contains lemon juice, and overemphasizes the role of detectors in the nose and tongue.",Why do certain foods (i.e. vanilla extract) smell so sweet yet taste so bitter even though our smell and taste senses ar,Imagine you're playing a game of hide-and-seek. Vanilla extract is like a friend who wears a sweet-smelling perfume (van,12747
8,6,9,7,"The generated answer is mostly correct, easy to understand, and uses good analogies, but lacks completeness in covering the reference's key points about political and financial motivations behind 'fake news'.",Why has there been so much more 'fake news' lately?,"Social media lets us share things quickly, like playing a game of 'telephone' with friends online. But sometimes, the th",28879
8,6,9,7,"The generated answer is mostly correct, easy to understand, and uses a good analogy, but lacks completeness in covering the ethical reasons and nuances mentioned in the reference answer.",Why is there a statute of limitations?,"Imagine you found a lost toy in your backyard. If you don't tell anyone about it for too long, it might be hard to prove",11968
4,2,8,4,"The generated answer lacks factual accuracy and completeness regarding beneficial diseases or viruses, but it uses simple language and is easy to understand for a novice.",Why do diseases only do bad things to us? Why are there no diseases/viruses that are actually GOOD for us?,Diseases make us sick because they mess up our bodies and make us feel yucky. They do this so they can spread and grow m,15928
8,6,9,7,"The generated answer uses a creative and simple analogy to explain the concept, but lacks direct addressing of key points from the reference answer, such as the world's capacity to sustain a larger population and the issue of distribution.",Why do most world leaders appear unconcerned with world population increase? It seems like a potentially civilization en,"Imagine you're playing a big game with many players, like a super-duper Lego city game. The game's rules are made by the",11403
6,4,8,6,"The generated answer is simple and easy to understand, but lacks key points from the reference and introduces potentially misleading concepts like the body always trying to save energy like a hibernating teddy bear.","When we eat take in a substantially low number of calories in a day, our bodies go into ""starvation mode"", which causes ","When we eat less food, our bodies get a bit worried and start saving energy like a teddy bear hibernating in winter. Thi",21088
8,6,9,7,"The generated answer is mostly correct, easy to understand, and uses a good analogy, but lacks completeness in explaining the hormonal effect of alcohol on the kidneys.","Why is it that when you drink water your pee become clear and thats a sign that you're hydrated, but when you drink beer","Drinking water helps keep your body like a well-oiled toy car, making sure everything works properly. It helps dissolve ",4195
6,4,8,6,"The generated answer is creative and easy to understand, but lacks key points from the reference, such as the challenges with generating and detecting Terahertz Radiation, and contains some simplistic or inaccurate representations of the technology.",How does Terahertz Radiation work?,"Terahertz Radiation, like a super-fast game of Simon Says, is a special kind of light that plays between microwaves and ",17350
8,6,9,7,"The generated answer is mostly factually accurate, easy to understand, and uses simple language, but lacks completeness in covering key points from the reference answer, such as specific timeframes or detailed examples.","If all humans disappeared tomorrow, how long would it take before all evidence of the human race disappeared from the su","If all people disappeared tomorrow, some things they made would stay a long time, like toys made of plastic and metal. B",25548
6,4,8,6,"The generated answer uses simple language and good analogies but lacks factual accuracy and coverage of key points from the reference answer, such as the role of tribalism and the feeling of power from treating others poorly.",Why can't everyone be nice to each other?,Being nice to each other is like playing a fun game where everyone shares their toys. Some people learn this game easily,8206
