correctness,completeness,eli5_quality,overall,reasoning,question,generated,question_id
8,7,9,8,"The generated answer provides a creative and simple analogy using jelly beans to explain time statistics, but lacks some details and clarity in certain aspects, such as the specific time interval used for sampling and the potential for errors in counting events.",How are time statistics calculated? I.e: every 20 a kid dies and stuff like that. How accurate this kind of numbers are?,Imagine you have a big jar of different colored jelly beans. Each color represents a different type of thing that can ha,6140
8,7,9,8,"The generated answer is mostly correct, complete, and easy to understand, but has some unnecessary elaborations and slightly misses the concise point made in the reference answer.",Are undercover cops not a violation of the 5th amendment?,"Imagine you're playing a game of hide-and-seek with your friends. You all close your eyes, and one of your friends choos",25797
2,2,6,3,"The generated answer lacks factual accuracy, fails to cover key points from the reference, and provides an overly simplistic and misleading explanation of birth control methods used in pre-modern brothels.",Was there any form of birth control used at brothels in pre-moderrn times? How did women prevent getting pregnant?,Imagine you have a lemonade stand. You want to make sure you have enough cups and sugar to sell lemonade to all your fri,795
2,2,8,4,"The generated answer is creative and engaging, but lacks factual accuracy and completeness, failing to mention the actual purpose of ice in urinals, which is to reduce odor and aid in flushing.",Why is there ice in the mens urinals,"Oh boy, are you ready for a mystery? Let's go on a detective adventure!

You know how sometimes you go to the bathroom a",2054
6,4,8,6,"The generated answer uses a creative and simple analogy, but lacks completeness and factual accuracy in explaining the hormonal and lifestyle changes that lead to long-term weight struggles after pregnancy.",why does experiencing one or more pregnancies seem to lead to long term struggles with body weight for women ?,"Imagine you have a big box of LEGOs. Each LEGO brick is like a tiny piece of your body. When you're a kid, you build a b",10969
6,4,8,6,"The generated answer attempts to explain a priori and a posteriori using relatable examples, but it lacks clarity and directness in conveying the core concepts, resulting in a lower correctness and completeness score.",A priori and a posteriori with easy examples,Imagine you have a lemonade stand. You want to know if it's going to rain tomorrow. You have a special friend who tells ,8816
6,4,8,6,"The generated answer lacks factual accuracy and completeness in covering key points from the reference, but excels in simplicity and clarity, making it a good ELI5 explanation despite some inaccuracies.","How America became a 'Christian' nation, when the founding fathers tried so hard to stop this from happening?",Imagine you're playing with your friends in a big sandbox. You all have different toys and ideas about what game to play,29068
2,2,8,4,"The generated answer contains significant hallucinations and incorrect facts, such as referring to the ball as a 'diaphragm' and introducing a non-existent 'reed', but it does use simple language and analogies to explain the concept.",What does the little ball inside a whistle do?,"Once upon a time, in a magical land of sounds, there was a tiny ball called a ""diaphragm."" It lived inside a special toy",2906
2,2,8,4,"The generated answer is creative and engaging, but it lacks factual accuracy and completeness, failing to correctly explain the purpose of the colored circles on carton boxes or packaged snacks.",The different coloured circles on carton boxes or packaged snacks,"Imagine you have a big box of crayons. You know how each crayon has a special colour on it? Like, red, blue, green, and ",4985
6,4,8,6,"The generated answer is creative and easy to understand, but lacks factual accuracy and completeness in explaining why beer doesn't have nutrition facts printed on it, failing to directly mention the different governmental agencies regulating food and alcohol.",Why doesn't beer (or any alcoholic beverage) have to have nutrition facts printed on it?,Imagine you have a big box of cookies. You know how you need to read the labels on the cookies to see how many chocolate,10216
6,4,8,6,"The generated answer is creative and easy to understand, but it lacks factual accuracy and completeness, introducing concepts like 'enrichment' and 'Simon Says' that are not present in the reference answer.",How come in aquariums the predators don’t gobble up the prey? Are they trained not to do so?,"Imagine you're at the beach, and you see a big dog running towards a little puppy. You might think, ""Oh no! The dog is g",11568
6,4,8,6,"The generated answer is simple and easy to understand, but it lacks factual accuracy and completeness in covering the key points from the reference answer, such as the role of news agencies as businesses and societal preferences in shaping news headlines.","What is the reason for news headlines that say ""N people died in the [traumatic event], including M women and children.""","Imagine you're playing with your friends in a big park. You're all running around, having a blast, and then suddenly, yo",29740
6,4,8,6,"The generated answer is mostly correct and easy to understand, but lacks specific details about the system used for encoding data in radio signals, such as the one mentioned in the reference answer.","How are modern radios able to display the track, artist, station, and other info from just radio waves?","Okay, little buddy, imagine you're playing with a super cool walkie-talkie with your friend. You both talk into the walk",18831
6,4,8,6,"The generated answer uses engaging analogies and simple language, but lacks factual accuracy and completeness in explaining the role of linear algebra in Google's search algorithm.",How linear algebra is involved in things like google's search algorithm?,"Imagine you have a big box full of toys, and you want to find a specific toy, like your favorite teddy bear. You have to",21644
8,7,9,8,"The generated answer effectively uses simple analogies and clear language to explain time, but lacks direct addressing of the reference's key points, such as the arrow of time and cause-and-effect relationships.",How does time exist? How is it not just a construct of humans and their need to measure their existence?,"Imagine you're playing with your favorite toy, a big stuffed rabbit named Mr. Fluffers. You love to play with Mr. Fluffe",24777
6,4,8,6,"The generated answer uses a simple and engaging LEGO analogy to explain starting a school, but lacks key details and factual accuracy regarding legal requirements, accreditation, and funding, which are crucial aspects mentioned in the reference answer.",How do you go about opening/starting a school,"Imagine you're playing with a big box of LEGOs. You want to build a really cool castle, but you need to start by opening",11608
2,2,8,3,"The generated answer lacks factual accuracy and completeness, failing to mention the potential cause of the sensation being related to shocks to the brain or concussions, but it does use simple language and good analogies to explain a general concept.",why do you always get a distinct feeling/smell/ thing when you get struck in the nose or face?,"Imagine you're playing with blocks, and you build a really tall tower. You're so proud of it, and you want to show it of",1546
2,1,6,2,"The generated answer fails to accurately address the question, providing a lengthy and confusing explanation that does not correctly explain why people in the US are not allowed to open credit cards under their children's names, which is actually a case of identity theft.",Why are people in the US allowed to open credit cards under their children's names?,"Imagine you have a lemonade stand, and you want to sell lemonade to people walking by. You need some money to buy cups, ",28007
2,2,8,3,"The generated answer lacks factual accuracy and completeness, failing to address the key points of deposit returns and economic sense in the reference answer, despite using simple language and analogies.",why does the USA sell plastic bottles of Coke and Pepsi. But my local Mexican market sells it in glass?,"Imagine you're at a big playground, and there's a big box of toys. Some toys are made of plastic, and some are made of g",21065
6,4,8,6,"The generated answer is creative and uses simple language, but lacks factual accuracy and completeness in explaining how airplane jet engines work, relying on analogies that don't fully capture the process of air intake, fuel addition, and combustion to produce thrust.",How airplane jet engines work,"Imagine you're at a big playground with lots of kids playing. You're all running around, laughing and having fun. But th",28407
8,6,9,7,"The generated answer is mostly correct, complete, and easy to understand, but lacks specific details about the CPU's internal clock and heat monitoring, which are key points in the reference answer.","How does a computer processor ""turbo-boost""?","Imagine you have a super-fast toy car, like a Hot Wheels track. You know how sometimes you can make it go really, really",1672
6,4,8,6,"The generated answer is mostly correct and easy to understand, but it lacks completeness in covering key points, such as the distinction between lawsuit fines and government bureaucracy fines, and incorrectly refers to the fine money as taxes.","When big corporations, or any business or institution, get fined for millions, or even billions, of dollars, where does ",Imagine you have a lemonade stand. You make yummy lemonade and sell it to people who walk by. You charge 50 cents per cu,21751
6,4,8,6,"The generated answer is mostly correct and easy to understand, but lacks completeness in explaining the specific design of pen caps with holes and their purpose in preventing choking hazards.",why do pens dry out if you leave the cap off even though most caps have holes in the top?,"Oh boy, do you know how frustrating it is when your favorite pen runs out of ink and you can't write anymore? It's like ",12405
6,4,8,6,"The generated answer attempts to simplify the explanation using an analogy, but it lacks factual accuracy and completeness in covering the key points from the reference answer, particularly in explaining why the non-Jewish victims are often not considered part of The Holocaust.",Why are the ~5 million non-Jewish people exterminated by the Nazis often not considered part of The Holocaust and why do,"Imagine you're playing a big game of tag with all your friends. You're all running around, having fun, and nobody wants ",18766
8,6,9,8,"The generated answer is mostly correct, complete, and easy to understand, but lacks specific details about the naming of Uranus and Neptune, and the moons of the planets, as mentioned in the reference answer.",Why are the planets named after Roman Pagan gods?,"A long, long time ago, people who lived in a place called Rome wanted to name the big rocks in the sky. They thought the",1684
2,2,8,4,"The generated answer lacks factual accuracy and completeness, failing to mention ultraviolet and infrared light, but uses simple language and good analogies to explain the concept in an ELI5 manner.","When you look at someone welding, it hurts your eyes. Why is it that when you look at a video of someone welding, it doe","Oh boy, let's talk about welding! You know how sometimes you see a big, strong robot or a cool car on TV, and it has a b",3210
6,4,8,6,"The generated answer is engaging and simple, but lacks factual accuracy and completeness in explaining why certain foods smell sweet yet taste bitter, relying on a fictional story rather than a clear explanation of how the brain associates smells with sweetness.",Why do certain foods (i.e. vanilla extract) smell so sweet yet taste so bitter even though our smell and taste senses ar,"Once upon a time, in a magical kingdom of Tasteville, there lived two best friends, Smellie and Tasty. They were like tw",12747
8,6,9,8,"The generated answer effectively uses a simple analogy to explain the concept of fake news, but lacks completeness in covering the reference's key points about political and financial motivations behind fake news.",Why has there been so much more 'fake news' lately?,Imagine you're playing with your friends in a big sandbox. You all have your own toys and you're building your own castl,28879
8,6,9,8,"The generated answer is mostly correct, provides a good analogy, and is simple to understand, but lacks completeness in covering all key points from the reference answer, such as the ethical reasons for having a statute of limitations.",Why is there a statute of limitations?,"Imagine you're playing with your best friend in a big sandbox. You both have a big box of toys, and you're having so muc",11968
2,2,8,4,"The generated answer lacks factual accuracy and completeness, failing to mention beneficial viruses like retroviruses, but successfully uses a simple and engaging LEGO analogy to explain the concept of diseases and the immune system.",Why do diseases only do bad things to us? Why are there no diseases/viruses that are actually GOOD for us?,"Imagine you're playing with a big box of LEGOs. You know, the kind with all the different colors and shapes? Well, our b",15928
6,4,8,6,"The generated answer uses a creative and simple analogy to explain the issue, but lacks factual accuracy and completeness in addressing the reference answer's points about the world's capacity to sustain a larger population and the problem of distribution.",Why do most world leaders appear unconcerned with world population increase? It seems like a potentially civilization en,"Imagine you're playing a big game of Candy Land with your friends. You all have a big box of colorful candies, and you'r",11403
6,4,8,6,"The generated answer uses a creative and simple LEGO analogy to explain the concept, but lacks factual accuracy and completeness in covering key points from the reference, such as the actual effects of calorie reduction on metabolism and muscle mass.","When we eat take in a substantially low number of calories in a day, our bodies go into ""starvation mode"", which causes ","Imagine you have a big box of LEGOs. When you first start building a castle, you need to use a lot of energy to lift the",21088
8,7,9,8,"The generated answer is mostly correct, complete, and easy to understand, but lacks a clear explanation of how alcohol inhibits a hormone that helps the kidneys reabsorb water, which is a key point in the reference answer.","Why is it that when you drink water your pee become clear and thats a sign that you're hydrated, but when you drink beer","Imagine you have a tiny little car, and inside that car, there's a special tank that holds water. When you drink water, ",4195
6,4,8,6,"The generated answer attempts to explain Terahertz Radiation in a simple and engaging way, but lacks key points from the reference, such as the challenges of using the Terahertz band due to technological limitations, and introduces some inaccurate or misleading analogies.",How does Terahertz Radiation work?,"Imagine you're at a big amusement park on a sunny day. You see a big Ferris wheel going round and round. Now, imagine th",17350
8,6,9,8,"The generated answer is mostly factually accurate, provides a good analogy for a novice, but lacks specific details and timeframes mentioned in the reference answer.","If all humans disappeared tomorrow, how long would it take before all evidence of the human race disappeared from the su","Imagine you're playing with a big box of LEGOs. You build a really cool castle, and it's so tall and strong that you thi",25548
8,6,9,7,"The generated answer is factually accurate, simple, and clear, but lacks coverage of key points from the reference, such as the human tendency to break into tribes and the psychological rewards of treating someone poorly.",Why can't everyone be nice to each other?,"Imagine you're playing with your best friend, Emma. You're building a really cool castle together, and you both love it.",8206
