correctness,completeness,eli5_quality,overall,reasoning,question,generated,question_id
1,2,6,2,"The generated answer contains incorrect information and hallucinates laws that allow adults to open credit cards under their children's names, which is actually considered identity theft.",Why are people in the US allowed to open credit cards under their children's names?,"In the US, there are laws that allow adults to open credit cards under their children's names to help build credit and e",28007
4,2,6,4,"The generated answer contains some correct information but also introduces unrelated and incorrect facts, such as the mention of milk, and fails to fully capture the economic and deposit-based reasons for the use of glass bottles in Mexico as explained in the reference answer.",why does the USA sell plastic bottles of Coke and Pepsi. But my local Mexican market sells it in glass?,"In the USA, Coke and Pepsi are sold in plastic bottles because it is more economically feasible to manufacture plastic b",21065
9,8,8,8,"The generated answer is mostly correct, complete, and easy to understand, but uses slightly more complex language and analogies than the reference answer, and doesn't perfectly capture the simplicity of the reference's 'suck, burn, squirt' description.",How airplane jet engines work,"Jet engines are used in airplanes to provide thrust, which is like the force that makes a toy car go forward. The combus",28407
8,6,7,7,"The generated answer is mostly correct and easy to understand, but lacks detail about the CPU's internal monitoring of heat and the conditional nature of turbo-boosting, making it less complete than the reference answer.","How does a computer processor ""turbo-boost""?","A computer processor can turbo-boost its performance by increasing clock speed, which is like giving it a superpower. It",1672
8,6,7,7,"The generated answer is mostly correct but lacks completeness in covering key points from the reference, such as the distinction between lawsuit results and government bureaucracy fines, and uses somewhat complex language that could be simplified for an ELI5 explanation.","When big corporations, or any business or institution, get fined for millions, or even billions, of dollars, where does ","When a big corporation gets fined millions or billions of dollars, the fine money typically goes to the government agenc",21751
6,4,7,5,"The generated answer lacks key details about the pen cap's design and its role in preventing drying out, but it attempts to explain the concept in simple terms.",why do pens dry out if you leave the cap off even though most caps have holes in the top?,"A pen's ink flow is controlled by the presence of the cap and the holes in the cap. If the cap is left off, the ink flow",12405
8,4,7,6,"The generated answer is partially correct but lacks completeness and depth in explaining why non-Jewish victims are often not considered part of the Holocaust, and it oversimplifies the historical context provided in the reference answer.",Why are the ~5 million non-Jewish people exterminated by the Nazis often not considered part of The Holocaust and why do,"The Holocaust primarily focused on the persecution of Jews by the Nazis, excluding non-Jewish victims. This exclusion ra",18766
6,4,3,4,"The generated answer contains some correct information but also introduces irrelevant details and lacks simplicity, failing to fully capture the essence of the reference answer in an ELI5 manner.",Why are the planets named after Roman Pagan gods?,"The names of the planets in English are derived from the names of Greek gods, which were adopted into Roman culture. The",1684
2,2,6,3,"The generated answer is incorrect and incomplete because it inaccurately attributes eye discomfort to sparks physically hitting the eyes and introduces an unrelated analogy about smelling a flower, rather than addressing the actual cause of ultraviolet and infrared light emission.","When you look at someone welding, it hurts your eyes. Why is it that when you look at a video of someone welding, it doe","When you look at someone welding, it hurts your eyes because the sparks are physically present and directly hitting your",3210
6,4,7,5,"The generated answer contains some factual inaccuracies, such as stating vanilla extract smells sweet, and lacks completeness in explaining the brain's role in associating smells with sweetness, but uses simple language and attempts to clarify the interplay between smell and taste.",Why do certain foods (i.e. vanilla extract) smell so sweet yet taste so bitter even though our smell and taste senses ar,Vanilla extract smells sweet because it has a high concentration of volatile compounds that bind to olfactory receptors ,12747
8,4,9,6,"The generated answer is factually accurate and easy to understand, but lacks completeness in covering the key points from the reference answer, such as the role of political news and ad revenue in the spread of fake news.",Why has there been so much more 'fake news' lately?,There has been a lot of fake news lately because there are many social media platforms where people can share informatio,28879
8,6,9,7,"The generated answer is mostly correct, easy to understand, and uses good analogies, but lacks completeness in covering the ethical and practical reasons mentioned in the reference answer.",Why is there a statute of limitations?,The statute of limitations is like a clock that starts ticking when a problem happens. It prevents people from bringing ,11968
2,1,6,3,"The generated answer lacks factual accuracy, fails to cover key points from the reference, and oversimplifies the concept of diseases and viruses, but attempts to use simple language and analogies to explain the idea.",Why do diseases only do bad things to us? Why are there no diseases/viruses that are actually GOOD for us?,Diseases are like bad guys that exploit weaknesses in the human body. They're like toys that can win against you. But th,15928
6,4,5,5,"The generated answer introduces some correct points but also includes inaccuracies and lacks the simplicity and clarity of the reference answer, failing to fully address the question in an ELI5 manner.",Why do most world leaders appear unconcerned with world population increase? It seems like a potentially civilization en,Most world leaders are concerned about the impact of population growth on food security and the environment. Food securi,11403
6,4,8,6,The generated answer introduces accurate concepts like autophagy but lacks completeness and correctness in fully addressing the question about why the body doesn't always conserve energy in 'starvation mode' as described in the reference answers.,"When we eat take in a substantially low number of calories in a day, our bodies go into ""starvation mode"", which causes ","When we eat a very small amount of food, our bodies go into 'starvation mode,' which means they burn fewer calories than",21088
8,7,6,7,"The generated answer is mostly correct but lacks clarity and simplicity in explaining the relationship between alcohol consumption, hydration, and urine concentration, and also misses the key point about the hormone inhibition by alcohol.","Why is it that when you drink water your pee become clear and thats a sign that you're hydrated, but when you drink beer","When you drink water, your body absorbs the water and uses it to regulate its fluids, which causes your pee to become cl",4195
6,4,8,6,"The generated answer is partially correct and easy to understand, but lacks key points from the reference, such as the challenges with generating and detecting THz waves, and introduces unrelated applications without explaining the underlying technology.",How does Terahertz Radiation work?,Terahertz (THz) radiation is like a special kind of light that has very high frequency. It's like a super fast wave that,17350
8,6,7,7,"The generated answer is factually accurate and simple, but lacks specific details and examples from the reference answer, such as mentioning the ASAP Science video, to support its claims and make it more engaging and complete for a novice audience.","If all humans disappeared tomorrow, how long would it take before all evidence of the human race disappeared from the su","If all humans disappeared tomorrow, the evidence of the human race would gradually disappear over time. It mainly exists",25548
8,6,9,7,"The generated answer is mostly factually accurate and easy to understand, but lacks completeness in covering key points from the reference, such as the role of tribalism and the rewarding nature of mean behavior.",Why can't everyone be nice to each other?,"Sometimes, people can be mean to each other because of their own flaws and the way they were raised. But there are ways ",8206
