correctness,completeness,eli5_quality,overall,reasoning,question,generated,question_id
6,4,8,6,"The generated answer is engaging and easy to understand, but it lacks factual accuracy and completeness, introducing incorrect concepts like a physical separation between predators and prey in the aquarium.",How come in aquariums the predators don’t gobble up the prey? Are they trained not to do so?,"Once upon a time, in a big, watery world called an aquarium, there lived lots of different creatures. The aquarium was l",11568
8,6,9,7,"The generated answer effectively uses simple language and analogies to explain the concept, but lacks completeness in addressing the reference's points about news agencies being businesses and societal preferences influencing news reporting.","What is the reason for news headlines that say ""N people died in the [traumatic event], including M women and children.""",Imagine you have a big box of colorful building blocks. Each block represents a person who passed away in a very sad eve,29740
2,2,8,4,"The generated answer lacks factual accuracy and completeness, relying heavily on imaginative storytelling rather than explaining the actual system used for encoding data in radio signals.","How are modern radios able to display the track, artist, station, and other info from just radio waves?","Once upon a time, in a world where people loved to listen to music, there was a magical device called a radio. This radi",18831
8,6,9,8,"The generated answer accurately conveys the involvement of linear algebra in Google's search algorithm, uses a clear and simple analogy, but lacks specific details about the PageRank algorithm and its mathematical representation.",How linear algebra is involved in things like google's search algorithm?,"Imagine you have a big box of colorful building blocks. Each block has a special number on it, like 1, 2, or 3. Now, let",21644
2,4,6,4,"The generated answer lacks factual accuracy, introduces hallucinations, and fails to cover key points from the reference, but attempts to use simple language and analogies to explain the concept of time.",How does time exist? How is it not just a construct of humans and their need to measure their existence?,"Once upon a time, in a magical land far away, there was a big, invisible clock that tick-tocked all by itself. This cloc",24777
2,2,8,4,"The generated answer is imaginative and engaging, but lacks factual accuracy and completeness, failing to address crucial aspects such as legal requirements, funding, and accreditation.",How do you go about opening/starting a school,"Once upon a time, in a land full of imagination, there was a magical place called a school. It was like a giant castle w",11608
2,2,8,4,"The generated answer is creative and simple, but lacks factual accuracy and completeness, failing to address the potential concussion and brain-related aspects mentioned in the reference answer.",why do you always get a distinct feeling/smell/ thing when you get struck in the nose or face?,"Imagine your nose is like a little garden. Inside this garden, there are tiny, tiny flowers that help you smell things. ",1546
2,2,8,3,"The generated answer is incorrect and incomplete because it suggests that people are allowed to open credit cards under their children's names with permission, which is not true and is actually considered identity theft.",Why are people in the US allowed to open credit cards under their children's names?,"Once upon a time, in a faraway land called America, there was a magical place called a bank. Banks are like big piggy ba",28007
2,2,8,4,"The generated answer lacks factual accuracy and completeness, failing to address the key points of glass bottle reuse, deposit systems, and economic factors mentioned in the reference answer.",why does the USA sell plastic bottles of Coke and Pepsi. But my local Mexican market sells it in glass?,"Imagine you have a lemonade stand, and you want to sell your yummy lemonade to your friends. You have two choices: you c",21065
8,9,9,9,"The generated answer is mostly factually accurate, covers key points, and uses simple language with good analogies, but has some minor hallucinations and embellishments that detract from its correctness.",How airplane jet engines work,"Once upon a time, in a faraway land called the sky, there lived magical flying machines called airplanes. These planes h",28407
8,6,9,8,"The generated answer is mostly correct, complete in its analogy, and of high ELI5 quality, but lacks some key points from the reference, such as the relationship between clock speed, heat, and turbo-boosting.","How does a computer processor ""turbo-boost""?","Imagine you have a toy car that can go really fast sometimes, but it usually cruises at a steady speed. Now, let's say y",1672
2,2,8,3,"The generated answer lacks factual accuracy and completeness, failing to distinguish between lawsuit and government bureaucracy fines, but uses simple and engaging language with good analogies to explain the concept.","When big corporations, or any business or institution, get fined for millions, or even billions, of dollars, where does ","Imagine you have a piggy bank where you keep your coins. Now, let's say you made a big mistake and had to share all your",21751
6,4,8,6,"The generated answer is creative and easy to understand, but lacks factual accuracy and completeness in explaining the specific design of pen caps and how they prevent drying out.",why do pens dry out if you leave the cap off even though most caps have holes in the top?,"Once upon a time, in a magical world of writing, there lived a pen named Pen-Pen. Pen-Pen loved to write and draw, but s",12405
2,4,6,3,"The generated answer lacks factual accuracy, oversimplifies the events, and fails to address the key points in the reference answer, despite using simple language and analogies.",Why are the ~5 million non-Jewish people exterminated by the Nazis often not considered part of The Holocaust and why do,"Once upon a time, in a faraway land, there was a big group of people called the Nazis. They were like a group of bullies",18766
6,4,8,6,"The generated answer is engaging and easy to understand, but lacks completeness and contains some inaccuracies, such as mentioning Sol as a planet named after a god, which is not a planet in our solar system.",Why are the planets named after Roman Pagan gods?,"Once upon a time, long before you were born, people used to believe in a lot of different gods. These gods were like sup",1684
6,4,8,6,"The generated answer is mostly correct and easy to understand, but it lacks key points from the reference, such as the specific types of light emitted by welding torches and why cameras and monitors don't display them.","When you look at someone welding, it hurts your eyes. Why is it that when you look at a video of someone welding, it doe","Sure! Let's imagine you're looking at a fun TV show about welding. In the show, there's a special camera that can show y",3210
2,2,8,4,"The generated answer is creative and simple, but it lacks factual accuracy and introduces hallucinations, such as fairies, which detract from its overall quality.",Why do certain foods (i.e. vanilla extract) smell so sweet yet taste so bitter even though our smell and taste senses ar,"Once upon a time, in a magical kitchen, there lived a tiny fairy named Sweetie. Sweetie was very good at making smells, ",12747
2,1,8,3,"The generated answer lacks factual accuracy and completeness, failing to address the reference's key points about political news and ad revenue, but uses simple language and analogies to explain the concept of fake news in an ELI5 manner.",Why has there been so much more 'fake news' lately?,"Once upon a time, in a land of big computers and the internet, there was a big, shiny playground where everyone could sh",28879
8,6,9,7,"The generated answer is mostly correct, provides a good analogy, and is simple to understand, but lacks completeness in covering all key points from the reference answer, such as the ethical reasons for the statute of limitations.",Why is there a statute of limitations?,"Let's imagine a big playground where all the kids play and have fun. Now, in this playground, there's a special rule cal",11968
2,2,8,4,"The generated answer lacks factual accuracy and completeness, failing to mention beneficial viruses like retroviruses, but uses simple language and analogies to explain the concept of germs and diseases in an ELI5 manner.",Why do diseases only do bad things to us? Why are there no diseases/viruses that are actually GOOD for us?,"Once upon a time, in a magical world called Earth, there were many tiny creatures called germs. These germs were like sn",15928
2,4,6,4,"The generated answer lacks factual accuracy, fails to cover key points from the reference, and although it attempts to use simple analogies, it is overly repetitive and does not clearly address the question about world leaders' concerns over population increase.",Why do most world leaders appear unconcerned with world population increase? It seems like a potentially civilization en,"Once upon a time, in a big imaginary world called Earth, there were lots of people living in houses and playing in parks",11403
6,4,8,6,The generated answer uses a good analogy but lacks factual accuracy and completeness in explaining the concept of starvation mode and its effects on the body.,"When we eat take in a substantially low number of calories in a day, our bodies go into ""starvation mode"", which causes ","Imagine you have a toy car, and you're trying to make it go really fast. You need to give it a lot of energy, right? Wel",21088
6,4,8,6,"The generated answer uses a simple and engaging analogy but lacks key points from the reference, such as the role of the hormone inhibited by alcohol and the resulting dehydration mechanism.","Why is it that when you drink water your pee become clear and thats a sign that you're hydrated, but when you drink beer","Sure! Let's imagine you're a little watermelon, and your body is like a big watering can. When you drink water, it's lik",4195
2,4,8,4,"The generated answer is creative and engaging, but lacks factual accuracy and completeness, introducing hallucinations and omitting key points about the challenges and technologies related to Terahertz radiation.",How does Terahertz Radiation work?,"Once upon a time, in a faraway land called the invisible world, there lived tiny invisible creatures called Terahertz. T",17350
8,6,9,8,"The generated answer effectively uses simple language and analogies to explain the concept, but lacks specific details and timelines provided in the reference answer.","If all humans disappeared tomorrow, how long would it take before all evidence of the human race disappeared from the su","Imagine the world is like a big playground. Now, let's say all the kids (humans) suddenly vanish from this playground. W",25548
8,6,9,8,"The generated answer is engaging and simple, but lacks coverage of key points from the reference, such as the human tendency to break into tribes and the feeling of superiority or power from treating others poorly.",Why can't everyone be nice to each other?,"Once upon a time, in a big playground full of kids, everyone was supposed to be nice to each other. It was like a big ga",8206
