correctness,completeness,eli5_quality,overall,reasoning,question,generated,question_id
2,1,6,3,"The generated answer lacks factual accuracy, fails to cover key points from the reference, and provides an unconvincing explanation, but attempts to use simple language and reassure the user.","When I mute a TV or a computer, I swear to God I sometimes hear a faint bit of sound. Is there still sound coming from i","You're not crazy! There's nothing wrong with you, it's just your imagination. The TV or computer is not hearing any soun",13549
6,4,8,6,"The generated answer provides a creative analogy using Lego castles, but lacks factual accuracy and completeness in explaining a priori and a posteriori concepts, and introduces unrelated examples.",A priori and a posteriori with easy examples,"\n\nA priori reasoning is like building a new Lego castle. You know what it should look like, but you haven't seen it ye",8816
2,1,6,3,"The generated answer lacks factual accuracy, fails to cover key points from the reference, and oversimplifies the historical context, but attempts to use simple language and analogies.","How America became a 'Christian' nation, when the founding fathers tried so hard to stop this from happening?",America became a 'Christian' nation because the founding fathers wanted everyone to be friends with God and be good. The,29068
1,1,2,1,"The generated answer is completely inaccurate and unrelated to the actual function of the ball inside a whistle, lacking any correct information or simple explanation.",What does the little ball inside a whistle do?,The little ball inside a whistle is called a coconut. It gets cracked in two halves when the hands of the players touch ,2906
2,1,8,3,"The generated answer is incorrect and incomplete as it introduces a fictional meaning to the colored circles, but it does use simple language and engaging analogies to explain a concept, albeit the wrong one.",The different coloured circles on carton boxes or packaged snacks,Hey kids! Do you know why some snack boxes have red circles and others have blue? It's because the color of the packagin,4985
2,1,6,3,"The generated answer contains incorrect facts, lacks coverage of the key point about different governmental agencies regulating food and alcohol, and although it uses simple language, it fails to provide a clear and accurate explanation.",Why doesn't beer (or any alcoholic beverage) have to have nutrition facts printed on it?,"Because beer is a food, not a medicine. It's okay to put the nutrition facts on food like fruits and veggies, but not on",10216
6,2,8,5,"The generated answer provides some accurate information about hair loss, but it lacks completeness and does not follow the reference answer's urgent tone and simplicity for a 5-year-old.",Why am I starting to go bald on the top of my head while growing a healthy mane on my balls?,"Hey kiddo, you're losing hair on top of your head, but it's not just because you're getting older! It's because your bod",11567
8,6,9,8,"The generated answer is mostly correct, easy to understand, and uses a good analogy, but lacks completeness in covering the historical context mentioned in the reference answer.",Why is Putin so unpopular in the West?,Putin's popularity in the West is like a toy that keeps getting broken. When Russia is isolated and its actions in Ukrai,16510
6,4,8,6,"The generated answer is simple and easy to understand, but lacks key details about the materials and mechanisms of anti-static bags, and introduces an inaccurate analogy about a special field stopping tiny particles.",What are anti-static bags made of? How they work?,Anti-static bags are made of special materials that are like superheroes for electronics. They help keep your toys and g,15663
8,6,9,8,"The generated answer accurately explains dry humour and provides helpful examples, but lacks a direct connection to the reference answer and could be more comprehensive in its coverage of key points.",What is dry humour and how can you master it ?,"So, you know how sometimes you say something really serious, like 'I'm not arguing, I'm just explaining why I'm right', ",21339
8,6,9,7,"The generated answer is mostly correct, provides a good analogy, and is simple to understand, but lacks completeness in covering key points like the drawbacks of asynchronous calls and the distinction between synchronous and asynchronous calls.",How are Asynchronous Calls Used?,Imagine you have a toy box full of blocks. Asynchronous calls are like letting the blocks build themselves without you h,29208
6,4,7,5,"The generated answer contains some correct information but lacks completeness and introduces oversimplifications, failing to fully address the role of electron microscopes and the wavelength of visible light in limiting color capture.",Why are microscopic images not able to be captured in colour?,"When you look at a microscopic image, you see lots of tiny things like bugs or cells, but they're too small to see with ",17257
2,1,6,3,"The generated answer lacks factual accuracy, fails to cover key points from the reference, and provides an oversimplified and misleading explanation of the phenomenon.",why do you always get a distinct feeling/smell/ thing when you get struck in the nose or face?,You know how sometimes you get a big 'pop' in your nose when you blow it up? That's because your nose is special and can,1546
2,2,6,3,"The generated answer lacks factual accuracy, fails to cover key points from the reference, and provides an oversimplified and misleading explanation of proof in the context of alcoholic drinks.",Why do we use proof for alcohol on alcoholic drinks when we also use percentage of alcohol by volume?,"Hey kids, let's talk about proof! It's like a special number that tells us how strong an alcoholic drink is. You see, wh",16146
2,2,6,3,"The generated answer lacks factual accuracy and completeness, failing to mention the deposit system and reuse of glass bottles in Mexico, while also providing a misleading comparison between plastic and glass toys.",why does the USA sell plastic bottles of Coke and Pepsi. But my local Mexican market sells it in glass?,The USA sells plastic bottles of Coke and Pepsi because it's cheaper and more widely used. But Mexico sells them in glas,21065
6,4,8,6,"The generated answer is partially correct but lacks completeness and introduces an inaccurate method by mentioning a 'special math formula', whereas the reference answer provides a practical and accurate method of using a hole saw drill bit to sample the tree.",How do scientists find the age of a living tree without actually cutting it down and counting the rings?,Scientists use a special math formula to find the age of a tree without cutting it down. They look at the patterns in th,15646
2,1,6,3,"The generated answer is mostly incorrect, incomplete, and lacks a clear explanation of turbo-boost, but attempts to use simple language and analogies.","How does a computer processor ""turbo-boost""?","When a computer processor needs to do a lot of work, like play a super-fast game or do a lot of math, it gets a little t",1672
6,4,8,6,"The generated answer is simple and easy to understand, but lacks key points from the reference, such as the role of the hypothalamus and amygdala, and introduces potentially misleading information about endorphins and oxytocin.","Why do humans cry ""tears of joy"" when we're happy?","When we're happy, our brain releases endorphins, which are like special helpers that make us feel good. They go to our e",11587
8,6,9,8,"The generated answer is mostly correct, easy to understand, and uses good analogies, but lacks completeness in covering key points like miniaturization and the historical context of Steve Jobs' pricing strategy.",Why are phones so much more expensive than other mobile technology???,Phones are more expensive than other mobile tech because of the money spent on making them. It's like making a really co,12404
6,4,7,5,"The generated answer lacks key points from the reference, such as the Nazi propaganda focus on Jews and the suggestion to consult /r/askhistorians for a better answer, while also introducing potentially misleading information about the documentation of non-Jewish victims.",Why are the ~5 million non-Jewish people exterminated by the Nazis often not considered part of The Holocaust and why do,"The Holocaust refers to the genocide of six million Jews by the Nazis during World War II. However, the Nazis also targe",18766
8,6,9,8,"The generated answer is mostly correct, easy to understand, and uses a good analogy, but lacks completeness in covering the naming of moons and the continuation of the pattern for Uranus and Neptune.",Why are the planets named after Roman Pagan gods?,"The planets in our solar system were named after Roman Pagan gods because back in the 1500s, people thought the planets ",1684
1,1,6,2,"The generated answer is incorrect and incomplete because it fails to address the actual reason for eye discomfort during welding, which is the emission of ultraviolet and infrared light, and instead provides a misleading explanation about the person's face.","When you look at someone welding, it hurts your eyes. Why is it that when you look at a video of someone welding, it doe","It's because the video is not showing the person's face. When you look at someone, your eyes are focusing on their face.",3210
8,6,9,8,"The generated answer is mostly correct, easy to understand, and engaging, but lacks completeness in covering the full scope of gambling legality in the US, focusing primarily on sports betting.",Gambling Legality in the US?,"Hey kids, let's talk about the US and sports betting. A long time ago, some states in the US said no to betting on sport",12626
1,1,1,1,"The generated answer is incomplete and lacks factual accuracy, failing to provide a clear explanation for why the door doesn't unlock when both actions are performed simultaneously.","When a person is outside of a locked car trying to open the door, and a person inside is hitting the unlock button, why ",It's like this: ,26843
2,1,8,3,"The generated answer is incorrect and incomplete because it mentions special glasses, contact lenses, or smart contact lenses as the means to blur vision on demand, which is not factually accurate according to the reference answer that explains it as a result of willfully exercising the ciliary body within the eye.",How am I able to blur my vision on demand?,"You can blur your vision on demand by using special glasses, contact lenses, or a smart contact lens. These can correct ",25813
1,1,1,1,"The generated answer failed to provide any explanation or content, resulting in a complete lack of correctness, completeness, and simplicity.",What are the pros and cons of raising minimum wage?,"Sorry, I couldn't generate an explanation.",25134
4,2,8,5,"The generated answer lacks factual accuracy and completeness, but uses simple language and analogies to convey a basic understanding of Hitler's motives, albeit in a highly simplified and somewhat misleading manner.",What Hitler's motives were,"I don't know, but I can explain it in a way that's easy to understand. Hitler was a very mean man who wanted to make Ger",11402
6,4,8,6,"The generated answer is engaging and easy to understand, but lacks specific details about the role of CB radio in modern day truck-driving, such as its use in areas with limited cell service, as mentioned in the reference answer.",The role of CB radio in modern day truck-driving,"Imagine you're driving home from school and you can call your mom to tell her you're on your way. Or, if you're driving ",20493
6,4,8,6,"The generated answer is partially correct but lacks key points from the reference, such as the role of the hormone inhibited by alcohol, and oversimplifies the body's response to beer consumption.","Why is it that when you drink water your pee become clear and thats a sign that you're hydrated, but when you drink beer","When you drink water, it helps your kidneys filter out the bad stuff, like waste and excess water, and makes your pee cl",4195
2,1,6,3,"The generated answer lacks factual accuracy and completeness, using overly simplistic and unrelated analogies that fail to explain the actual concept of a program being 'Not Responding'.","What exactly happens when a program is ""Not Responding?""","When a program is 'Not Responding', it's like a toy car that's stuck in the mud. The system's resources are like the car",15407
8,4,9,7,"The generated answer is simple and easy to understand, but lacks specific details and coverage of key points from the reference answer, such as citing a specific video or channel for further information.","If all humans disappeared tomorrow, how long would it take before all evidence of the human race disappeared from the su",It would take thousands and thousands of years for all human evidence to disappear from the Earth. If humans just stoppe,25548
8,4,9,6,"The generated answer is simple and easy to understand, but it lacks key points from the reference, such as the concept of tribalism and the psychological rewards of treating others poorly.",Why can't everyone be nice to each other?,"Everyone can't be nice to each other because people have different feelings and needs, and it's hard to know what someon",8206
