correctness,completeness,eli5_quality,overall,reasoning,question,generated,question_id
8,6,9,7,"The generated answer is mostly correct, uses a good water analogy, and is simple and clear, but lacks completeness in explaining the relationship between volts, amps, and watts, as well as the concept of amp hours.","What is the difference between watts, volts and amps? Amp hours?","Imagine a water pipe.  Voltage is like the pressure in the pipe, making the water flow.  Current is like the amount of w",5483
8,6,9,8,"The generated answer is mostly correct, complete, and easy to understand, but lacks detail on the potential inaccuracies of time statistics and the importance of the time interval for sampling.",How are time statistics calculated? I.e: every 20 a kid dies and stuff like that. How accurate this kind of numbers are?,"Imagine you're counting how many cookies you eat each day.  You count them every day for a whole week, so you see how ma",6140
8,6,9,8,"The generated answer is mostly correct, complete, and easy to understand, but lacks a clear explanation of the distinction between coerced and voluntary testimony as mentioned in the reference answer.",Are undercover cops not a violation of the 5th amendment?,"Imagine you're playing hide-and-seek, and someone is pretending to be a monster hiding in your room! You might get scare",25797
2,2,6,3,"The generated answer lacks factual accuracy and completeness, but attempts to use simple language and analogies, although it fails to clearly convey the relevant information about birth control in pre-modern times.",Was there any form of birth control used at brothels in pre-moderrn times? How did women prevent getting pregnant?,"Imagine a toy store with lots of different toys. Some toys are for playing alone, like a teddy bear, and some are for pl",795
2,1,8,3,"The generated answer is creative and simple, but it completely misses the actual reason for ice in men's urinals, which is to reduce odor and aid in flushing, instead providing an inaccurate and unrelated explanation.",Why is there ice in the mens urinals,"Imagine you have a cold glass of juice on a warm day.  The cold glass makes the juice disappear into the air, right?  Th",2054
6,4,8,6,"The generated answer uses a simple and engaging analogy but lacks key points from the reference answer, such as hormonal and muscular changes, lifestyle adjustments, and the impact of childcare responsibilities on diet and exercise.",why does experiencing one or more pregnancies seem to lead to long term struggles with body weight for women ?,"Imagine your body is like a toy box! When you're pregnant, your body is like a busy toy factory making a new baby, so it",10969
8,6,9,8,"The generated answer is mostly correct, provides a good analogy, and is easy to understand, but lacks direct examples and explicit explanations of the terms a priori and a posteriori as provided in the reference answer.",A priori and a posteriori with easy examples,Imagine you have a big box of LEGOs!  A priori knowledge is like knowing that LEGOs are colorful and you can build amazi,8816
2,1,8,3,"The generated answer lacks factual accuracy and completeness, failing to address the historical context and specific events that led to America being perceived as a 'Christian' nation, despite using a simple and clear analogy.","How America became a 'Christian' nation, when the founding fathers tried so hard to stop this from happening?","Imagine America as a big playground with lots of kids playing! Some kids loved playing with their toys, like building bl",29068
6,4,8,6,"The generated answer is simple and easy to understand, but lacks key details about the ball's movement and its effect on the whistle's pitch, and introduces inaccurate analogies like the 'little drum' and 'superhero shout'.",What does the little ball inside a whistle do?,"Imagine a tiny bouncy ball inside a whistle.  When you blow air through the whistle, the ball helps the air bounce aroun",2906
2,1,8,4,"The generated answer is incorrect and incomplete because it introduces unrelated concepts like candy flavors and healthiness, but it uses simple language and analogies that a novice can understand.",The different coloured circles on carton boxes or packaged snacks,Imagine a big box of your favorite candy!  The colorful circles on the box are like little clues.  They tell you what ki,4985
2,1,8,4,"The generated answer lacks factual accuracy and completeness, but uses simple language and a clear analogy, making it somewhat easy to understand for a novice, although it fails to address the actual reason for the absence of nutrition facts on alcoholic beverages.",Why doesn't beer (or any alcoholic beverage) have to have nutrition facts printed on it?,"Imagine you have a yummy cookie and you see a sticker with all the yummy ingredients and the good stuff it has, like sug",10216
6,4,8,6,"The generated answer is mostly correct and easy to understand, but lacks completeness and introduces unrelated concepts like animals doing a little dance, which detracts from its overall quality.",How come in aquariums the predators don’t gobble up the prey? Are they trained not to do so?,Imagine a big toy box full of all your favorite toys! You wouldn't have to go digging through the box to find something ,11568
6,4,8,6,"The generated answer simplifies the explanation but lacks key points from the reference, such as the role of news agencies as businesses and societal preferences influencing news reporting.","What is the reason for news headlines that say ""N people died in the [traumatic event], including M women and children.""","Imagine you're playing a game with your friends, and someone loses a toy.  News headlines are like telling the story of ",29740
6,4,8,6,"The generated answer uses a simple and clear analogy but lacks specific details about the system for encoding data in the signal, resulting in moderate correctness and completeness scores.","How are modern radios able to display the track, artist, station, and other info from just radio waves?","Imagine a tiny whisper floating in the air, that's what radio waves are!  They're like little messages from the radio st",18831
6,4,8,6,The generated answer simplifies the concept using a relatable analogy but lacks key details about the PageRank algorithm and linear algebra's role in solving systems of equations.,How linear algebra is involved in things like google's search algorithm?,"Imagine you have a big box of toys, but you want to find your favorite dinosaur.  Google's search engine is like a detec",21644
6,4,8,6,"The generated answer uses engaging analogies but lacks direct addressing of the question's core points about time's existence and its relation to human measurement, resulting in lower correctness and completeness scores.",How does time exist? How is it not just a construct of humans and their need to measure their existence?,Imagine time is like a big playground with swings and slides.  Our brains are like the kids who see the swings go up and,24777
8,6,9,7,"The generated answer is mostly correct, easy to understand, and uses good analogies, but lacks some key points from the reference, such as accreditation and legal requirements.",How do you go about opening/starting a school,"Want to open a school? First, you need to think about what kind of school you want to make!  Like picking the perfect to",11608
2,2,8,4,"The generated answer lacks factual accuracy and completeness, but uses simple language and a good analogy, making it somewhat clear for a novice but not a reliable explanation.",why do you always get a distinct feeling/smell/ thing when you get struck in the nose or face?,"Imagine your nose and face are like a big playground with lots of special sensors. When something gets stuck, it's like ",1546
2,1,8,3,"The generated answer is incorrect and incomplete because it suggests that opening a credit card in a child's name is a legitimate and educational practice, whereas the reference answer clearly states that it is identity theft.",Why are people in the US allowed to open credit cards under their children's names?,"Imagine you have a piggy bank, but you're a big kid now! Grown-ups in the US are like grown-up piggy bankers for their k",28007
2,2,8,4,"The generated answer lacks factual accuracy and completeness, but uses a simple and clear analogy, failing to address the key points of deposit returns and economic sense in the reference answer.",why does the USA sell plastic bottles of Coke and Pepsi. But my local Mexican market sells it in glass?,"Imagine you have a toy car, and your friend has a toy truck. The toy car is like a plastic bottle, super easy to carry a",21065
8,6,9,8,"The generated answer is mostly correct, uses good analogies, and is simple to understand, but lacks some key points from the reference answer, such as the specific process of sucking air in, adding fuel, and burning it to produce thrust.",How airplane jet engines work,"Imagine a big, strong rocket that flies in the sky!  It uses a special part called a jet engine to fly.  The engine burn",28407
8,6,9,8,"The generated answer is mostly correct, complete in its simplicity, and of high ELI5 quality, but lacks some key details from the reference answer, such as the internal clock and heat monitoring.","How does a computer processor ""turbo-boost""?","Imagine your toy car has a tiny little engine that makes it go. When you want your car to go super-fast, you can press t",1672
6,4,8,6,"The generated answer is simple and easy to understand, but lacks completeness and factual accuracy regarding the distribution of fines, particularly in the context of lawsuits and government bureaucracy.","When big corporations, or any business or institution, get fined for millions, or even billions, of dollars, where does ","Imagine a big toy company makes a toy that breaks easily. If they break the rules and don't fix it, the government is li",21751
6,4,8,6,"The generated answer is simple and uses good analogies, but lacks key points from the reference, such as the design of pen caps with inner and outer sections, and introduces unrelated concepts like temperature and material of the cap.",why do pens dry out if you leave the cap off even though most caps have holes in the top?,"Imagine your favorite toy car.  It's super cool, right?  Well, pens have something like that inside, called ink!  The in",12405
6,4,8,6,"The generated answer simplifies the concept of the Holocaust and attempts to explain it in a way a five-year-old can understand, but lacks completeness and factual accuracy in representing the full scope of the event and its impact on non-Jewish victims.",Why are the ~5 million non-Jewish people exterminated by the Nazis often not considered part of The Holocaust and why do,Imagine you have a special toy box for your favorite toys. That box is like the Holocaust. It's where the Nazis put all ,18766
8,6,9,8,"The generated answer is mostly correct, easy to understand, and uses good analogies, but lacks completeness in covering key points like the naming of Uranus, Neptune, and moons of the planets.",Why are the planets named after Roman Pagan gods?,"A long time ago, the Romans were really good at watching the stars! They liked to tell stories about the stars, and they",1684
6,4,8,6,The generated answer is simple and easy to understand but lacks factual accuracy and completeness regarding the specific types of light emitted by welding torches and why they don't get projected in videos.,"When you look at someone welding, it hurts your eyes. Why is it that when you look at a video of someone welding, it doe","Imagine you have a flashlight that shines really bright, like a super strong light! When you look at it for too long, yo",3210
4,2,8,5,"The generated answer lacks factual accuracy and completeness, but uses simple language and good analogies, making it somewhat clear for a novice, although it fails to address the brain's association of vanilla with sweetness as mentioned in the reference answer.",Why do certain foods (i.e. vanilla extract) smell so sweet yet taste so bitter even though our smell and taste senses ar,Have you ever smelled a yummy cookie and then taken a bite and it tasted even better? That's because our noses and mouth,12747
6,4,8,6,"The generated answer uses a good analogy but lacks key points from the reference, such as the role of ad revenue and political motivations in the spread of fake news.",Why has there been so much more 'fake news' lately?,"Imagine a big playground with lots of slides and swings.  Sometimes, someone might tell a made-up story about a slide be",28879
8,6,9,7,"The generated answer is mostly correct, easy to understand, and uses a good analogy, but lacks completeness in covering the ethical reasons and nuances mentioned in the reference answer.",Why is there a statute of limitations?,"Imagine you and your friends are playing hide-and-seek. If you wait too long to find the person who's hiding, they might",11968
2,1,8,3,"The generated answer lacks factual accuracy and completeness, failing to mention beneficial diseases or viruses, but uses simple language and engaging analogies to explain the concept of germs and the immune system.",Why do diseases only do bad things to us? Why are there no diseases/viruses that are actually GOOD for us?,Imagine tiny little monsters called germs that want to make you sick. They're like the bad guys in your favorite story w,15928
6,4,8,6,"The generated answer uses a simple and clear analogy but lacks key points from the reference, such as the world's capacity to sustain a larger population and the issue of distribution, resulting in moderate correctness and completeness scores.",Why do most world leaders appear unconcerned with world population increase? It seems like a potentially civilization en,"Imagine our planet is like a big playground with lots of toys and games. If everyone wants to play all the time, it gets",11403
6,4,8,6,"The generated answer is simple and easy to understand, but lacks key points from the reference, such as the limited reduction in metabolism and the role of muscle mass, and also introduces potentially misleading concepts like a 'temporary switch'.","When we eat take in a substantially low number of calories in a day, our bodies go into ""starvation mode"", which causes ","Imagine you have a toy car that uses energy to move. If you don't give it enough fuel, it slows down and uses less energ",21088
6,4,8,6,"The generated answer is simple and uses a good analogy, but lacks key points from the reference, such as the role of the hormone inhibited by alcohol and the impact of beer being mostly water on urine dilution.","Why is it that when you drink water your pee become clear and thats a sign that you're hydrated, but when you drink beer","Imagine your pee is like a big bathtub filled with water and tiny bits of waste. When you drink water, your body is like",4195
4,2,8,5,The generated answer uses engaging analogies but lacks factual accuracy and completeness regarding the challenges and properties of Terahertz Radiation.,How does Terahertz Radiation work?,"Imagine light is like a bouncy ball.  Terahertz light is like a really fast bouncy ball, it's so quick it's like a super",17350
8,6,9,8,"The generated answer is mostly correct, provides a good analogy, and is simple to understand, but lacks completeness in covering the full scope of the reference answer.","If all humans disappeared tomorrow, how long would it take before all evidence of the human race disappeared from the su","Imagine a big playground with lots of toys and games.  If all the kids disappeared, some toys would break down faster th",25548
6,4,8,6,"The generated answer uses simple language and relatable analogies but lacks key points from the reference, such as the concept of tribes and the feeling of superiority or resentment, and also doesn't fully address why people can't be nice to each other.",Why can't everyone be nice to each other?,"Imagine a playground. Some kids like to play tag and run around, while others like to build a tower with blocks.  It's l",8206
