correctness,completeness,eli5_quality,overall,reasoning,question,generated,question_id
8,6,9,7,"The generated answer is mostly correct and easy to understand, but lacks some key details and analogies present in the reference answer, such as the relationship between volts, amps, and watts, and the water analogy for understanding the concepts.","What is the difference between watts, volts and amps? Amp hours?","Watts (W) are like how fast you can use electricity, volts (V) are like how hard you push the electricity, and amps (A) ",5483
6,4,8,6,"The generated answer attempts to simplify the concept but introduces some inaccuracies and lacks coverage of key points from the reference, such as the importance of averages over a given time period.",How are time statistics calculated? I.e: every 20 a kid dies and stuff like that. How accurate this kind of numbers are?,"To count how many kids die every 20 minutes, scientists use a special math tool. They count how many die each time, like",6140
6,7,8,7,"The generated answer is mostly correct and easy to understand, but lacks clarity on the key point that freely offered testimony is not protected by the 5th amendment, even if given under false pretenses.",Are undercover cops not a violation of the 5th amendment?,"Undercover cops pretend to be someone else to catch bad guys. Sometimes, they might need to talk about things that could",25797
6,4,8,6,"The generated answer introduces some accurate concepts but also includes potential inaccuracies, such as the use of modern-like condoms and changing underwear as methods, which are not supported by the reference answer.",Was there any form of birth control used at brothels in pre-moderrn times? How did women prevent getting pregnant?,"In olden days, before we had fancy birth control, women in brothels used different ways to not get pregnant. They someti",795
2,1,6,2,"The generated answer lacks factual accuracy, fails to cover key points from the reference, and provides misleading information about urinals and ice formation.",Why is there ice in the mens urinals,Urinals can get cold and turn into ice when it's very cold outside. The urinal is made of special stuff that lets it gro,2054
8,6,9,7,"The generated answer is mostly factually accurate, simple, and clear, but lacks completeness in covering key points like lifestyle changes and resource limitations mentioned in the reference answer.",why does experiencing one or more pregnancies seem to lead to long term struggles with body weight for women ?,"When mommies have more babies, their bodies go through lots of changes. Hormones, which are like special helpers in the ",10969
9,8,9,9,"The generated answer accurately explains a priori and a posteriori concepts with simple examples, covering key points from the reference, but lacks explicit mention of the independence from experience for a priori knowledge.",A priori and a posteriori with easy examples,Imagine you know that all apples are round (a priori). This is like a rule you learned. But to know how many red apples ,8816
6,4,8,6,"The generated answer lacks key historical context and specific events mentioned in the reference, such as McCarthy's influence and the addition of 'In God We Trust' and 'under God', but still maintains simplicity and clarity.","How America became a 'Christian' nation, when the founding fathers tried so hard to stop this from happening?",The Founding Fathers wanted America to be a place where people could choose their own religion. They said the government,29068
8,6,9,8,"The generated answer is mostly correct, easy to understand, and explains the basic function of the ball inside a whistle, but lacks some details and nuances present in the reference answer.",What does the little ball inside a whistle do?,"The tiny ball inside a whistle bounces back and forth, making tiny air vibrations. These vibrations turn into the sound ",2906
2,1,8,3,"The generated answer is mostly incorrect and incomplete, providing unrelated information about the purpose of colored circles, but uses simple language and a clear analogy, making it somewhat easy to understand for a novice.",The different coloured circles on carton boxes or packaged snacks,"Colored circles on snack boxes help people know what's in the food faster. They can show if the food is fresh, what's in",4985
6,4,7,5,"The generated answer contains some correct elements but lacks clarity and introduces unnecessary points, while also failing to directly address the regulatory difference between food and alcohol as stated in the reference answer.",Why doesn't beer (or any alcoholic beverage) have to have nutrition facts printed on it?,Beer and other alcoholic drinks don't need nutrition facts on them because they're different from regular food. Alcohol ,10216
4,2,8,5,"The generated answer contains some incorrect assumptions about aquariums, such as the idea of 'invisible walls', but it does use simple language and analogies to explain the concept in an ELI5 manner.",How come in aquariums the predators don’t gobble up the prey? Are they trained not to do so?,"In aquariums, predators don't eat their prey because the water tanks are like invisible walls. They can't see or smell t",11568
8,6,9,7,"The generated answer is mostly correct, easy to understand, and uses simple language, but lacks completeness in covering the reference's points about news agencies being businesses and societal preferences influencing the reporting style.","What is the reason for news headlines that say ""N people died in the [traumatic event], including M women and children.""","News often tells us 'N people died in the accident, including M women and children.' This helps show how many girls and ",29740
8,6,9,8,"The generated answer is mostly correct and easy to understand, but lacks specific details about the system used for encoding data in the signal, such as the one mentioned in the reference answer.","How are modern radios able to display the track, artist, station, and other info from just radio waves?",Modern radios use special tools called DSP and tiny computers called microprocessors to turn the radio waves into words ,18831
8,6,9,8,"The generated answer accurately conveys the involvement of linear algebra in Google's search algorithm, uses simple language and a good analogy, but lacks some key details from the reference answer.",How linear algebra is involved in things like google's search algorithm?,Google uses big math called linear algebra to know which web pages are most helpful. It’s like when you have a bunch of ,21644
8,6,9,7,"The generated answer is mostly correct, easy to understand, and uses good analogies, but lacks completeness in covering key points from the reference answer, such as the concept of cause and effect being separated by time.",How does time exist? How is it not just a construct of humans and their need to measure their existence?,"Time is like a river that flows everywhere, not just in our minds. It's real, not just for grown-ups. Some people think ",24777
8,6,9,7,"The generated answer is mostly correct, easy to understand, and explains the basic steps to start a school, but lacks details on legal requirements and accreditation mentioned in the reference answer.",How do you go about opening/starting a school,"To start a school, you need to follow rules and get special papers (like a school license). You need money to buy things",11608
2,2,8,3,"The generated answer lacks factual accuracy and completeness, failing to mention the potential connection to brain shocks or concussions, but uses simple language and analogies to explain the sensation.",why do you always get a distinct feeling/smell/ thing when you get struck in the nose or face?,"When you get hit in the nose or face, it's like when you bump your head. The sensitive skin in your nose and face gets s",1546
2,2,8,4,"The generated answer contains incorrect information and lacks completeness, but uses simple language and a relatable analogy, although it fails to convey the key point that opening credit cards under children's names is identity theft.",Why are people in the US allowed to open credit cards under their children's names?,Parents sometimes get credit cards in their kids' names to teach them about money. But it can be tricky – it helps them ,28007
4,2,6,4,"The generated answer lacks key points from the reference, such as the deposit system in Mexico and the economic sense of returning glass bottles, but attempts to simplify the language and provide a basic analogy.",why does the USA sell plastic bottles of Coke and Pepsi. But my local Mexican market sells it in glass?,"USA likes plastic Coke and Pepsi bottles because they're cheap and tough, easy to carry and keep. Mexico likes glass bot",21065
8,7,9,8,"The generated answer is mostly correct, complete, and easy to understand, but uses simplified terms like 'special juice' and 'squish it like you squeeze a balloon' that might not perfectly align with the reference's straightforward explanation.",How airplane jet engines work,"Jet engines in planes are like big, noisy fans that make the plane fly. They suck in air, squish it like you squeeze a b",28407
4,6,8,6,"The generated answer uses a simple and clear analogy but introduces unrelated and confusing concepts, such as prime numbers, and lacks detailed explanation of the turbo-boost process.","How does a computer processor ""turbo-boost""?","A computer processor is like a toy car. When it gets too hot, it slows down to cool off. Turbo-boost is like pressing a ",1672
6,4,8,6,"The generated answer is partially correct and provides a good analogy, but lacks completeness in covering key points, such as the distinction between lawsuit results and government fines.","When big corporations, or any business or institution, get fined for millions, or even billions, of dollars, where does ","When big companies do something wrong and get fined, the money usually goes to the government. They can't keep it. The m",21751
6,4,8,6,"The generated answer is partially correct but lacks key details about the inner and outer sections of pen caps and their role in preventing drying out, while also introducing potentially confusing analogies.",why do pens dry out if you leave the cap off even though most caps have holes in the top?,Pens have tiny holes in their caps to let a little air in. This helps keep the ink inside from getting too dry. When you,12405
4,2,6,3,"The generated answer lacks factual accuracy, oversimplifies the Holocaust, and fails to cover key points from the reference, but attempts to use simple language and analogies to explain the concept.",Why are the ~5 million non-Jewish people exterminated by the Nazis often not considered part of The Holocaust and why do,The Holocaust is like a big game where only Jewish kids are the main players. The Nazis played a mean trick and hurt lot,18766
6,4,8,6,"The generated answer is simple and easy to understand but lacks key points from the reference, such as the specific naming of moons and the continuation of the Roman god naming pattern for Uranus and Neptune.",Why are the planets named after Roman Pagan gods?,"Long ago, people named the planets after Roman gods because they loved stories about those gods. As time went on, they l",1684
2,2,8,4,"The generated answer lacks factual accuracy and completeness, failing to mention ultraviolet and infrared light, but uses simple language and analogies to explain the concept in an ELI5 manner.","When you look at someone welding, it hurts your eyes. Why is it that when you look at a video of someone welding, it doe","When you watch a real weld, the light changes really fast and a lot, which can hurt your eyes. But in a video, the light",3210
6,4,8,6,"The generated answer simplifies the concept but introduces a misleading analogy and lacks the key point that the brain associates vanilla with sweetness, not that vanilla itself smells sweet.",Why do certain foods (i.e. vanilla extract) smell so sweet yet taste so bitter even though our smell and taste senses ar,"Imagine vanilla extract is like a magical candy. Your nose can smell it and think it's sweet, but your tongue tastes it ",12747
8,6,9,7,"The generated answer is mostly correct, easy to understand, and explains the concept of fake news spreading on social media, but lacks completeness in covering the reference's key points about political and financial motivations.",Why has there been so much more 'fake news' lately?,"People use social media to get news, and that's where fake news spreads fast. Social media likes to make people happy, s",28879
6,4,8,6,"The generated answer uses a simple and clear analogy but lacks key points from the reference, such as the ethical considerations and the concept of responsibility over time.",Why is there a statute of limitations?,The statute of limitations is like a timer for grown-up games. It says how long you can play to win before someone else ,11968
6,4,8,6,"The generated answer lacks factual accuracy and completeness compared to the reference, but it uses simple language and analogies to explain the concept in an ELI5 manner.",Why do diseases only do bad things to us? Why are there no diseases/viruses that are actually GOOD for us?,Diseases are bad because they make you feel yucky and make your body not work right. But some viruses can be good too! T,15928
6,4,8,6,"The generated answer simplifies the issue but lacks key points from the reference, such as the distinction between population growth in developed versus developing worlds and the emphasis on distribution as a primary problem.",Why do most world leaders appear unconcerned with world population increase? It seems like a potentially civilization en,Most leaders don't worry much about lots of people because they've always done okay. More people mean more things to buy,11403
6,4,8,6,"The generated answer simplifies the concept and uses a good analogy, but lacks key points from the reference, such as the role of muscle mass and metabolism, and introduces unclear concepts like hormones not working well.","When we eat take in a substantially low number of calories in a day, our bodies go into ""starvation mode"", which causes ","When we eat less, our body thinks it's in a big hurry to save energy, so it burns fewer calories. But this isn't always ",21088
8,6,9,7,"The generated answer is mostly correct and easy to understand, but lacks completeness in explaining the hormonal effects of alcohol on hydration and urine concentration.","Why is it that when you drink water your pee become clear and thats a sign that you're hydrated, but when you drink beer","When you drink water, your pee turns clear because your body is getting hydrated. But when you drink beer, your pee stay",4195
6,4,8,6,"The generated answer is simple and easy to understand, but lacks key points from the reference, such as the terahertz gap and the challenges with generating and detecting THz waves, and introduces potentially misleading analogies like comparing it to a flashlight.",How does Terahertz Radiation work?,Terahertz radiation is like a special kind of light that's between the invisible infrared and the cozy microwave. We mak,17350
8,6,9,8,"The generated answer provides a simple and clear explanation of how evidence of the human race would disappear, using relatable analogies, but lacks specific details and timeframes mentioned in the reference answer.","If all humans disappeared tomorrow, how long would it take before all evidence of the human race disappeared from the su","If all humans disappeared, buildings made of stone would slowly crumble over hundreds of years, like when a big Lego cas",25548
8,6,9,7,"The generated answer is mostly factually accurate, easy to understand, and uses good analogies, but lacks completeness in covering key points from the reference, such as the role of tribalism and the feeling of power from treating others poorly.",Why can't everyone be nice to each other?,"People can sometimes act mean or not nice to each other. It's like when you and your friends are playing, sometimes you ",8206
